212528451893,0001
709381638078,0001
730723068109,0001
961579332926,0001
071138022912,0001
905889620175,0001
392558475561,0001
797082959820,0001
061027430461,0001
595025967600,0001
488568944071,0001
374390517999,0001
132938259080,0001
099732264316,0001
784789935646,0001
420510652146,0001
856947785506,0001
635496680247,0001
089718487983,0001
282891781217,0001
267059443701,0001
975803430746,0001
220722341360,0001
115534419089,0001
161716172914,0001
198255211422,0001
748279627633,0001
914279600567,0001
345430603286,0001
800245862308,0001
067168510147,0001
241473876901,0001
933789661684,0001
440124537523,0001
157870627988,0001
805123543638,0001
827195884556,0001
168511051925,0001
973472838436,0001
845864621509,0001
950379916122,0001
557962846431,0001
214042320686,0001
255630930412,0001
799938464885,0001
799212443599,0001
820150627724,0001
973896519126,0001
047540255545,0001
029095193237,0001
298724102579,0001
445231092293,0001
158265923227,0001
189117212169,0001
235715850545,0001
120504590859,0001
597003114341,0001
563670498794,0001
682071885948,0001
607563526284,0001
654364516426,0001
727787474533,0001
932678512267,0001
820180503029,0001
541279504054,0001
626522286069,0001
789610147625,0001
517809957195,0001
963736909347,0001
678604914575,0001
989758931371,0001
607407013628,0001
019132034333,0001
772716982627,0001
940015330894,0001
085617638655,0001
166404033874,0001
185128108996,0001
699802595076,0001
146009695608,0001
757181355626,0001
039830941085,0001
661255842649,0001
179919602305,0001
814493763232,0001
493980869307,0001
329281870806,0001
683087630041,0001
833959870086,0001
982933587301,0001
196937147816,0001
863392772364,0001
574947384832,0001
093648820130,0001
914688560834,0001
243493573334,0001
876794839207,0001
296397278249,0001
094182938817,0001
685213613591,0001
130508242319,0002
776005588378,0002
121318924311,0002
901421615784,0002
735237591105,0002
084435991904,0002
702581523205,0002
732156510248,0002
131832798060,0002
222713733482,0002
909945126052,0002
393596340149,0002
732605476699,0002
668704674783,0002
812533559456,0002
230768920429,0002
869729287457,0002
865832227724,0002
453630862942,0002
468390545066,0002
187495226242,0002
942692252742,0002
167842900612,0002
059050981098,0002
294150904671,0002
145230620540,0002
524589519185,0002
